label,text
0,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
0,Don't necessarily expect it to be done before you get back though because I'm just now headin out
0,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
0,I love your ass! Do you enjoy doggy style? :)
0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,I said its okay. Sorry
0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
0,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
1,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
0,That's the way you should stay oh.
1,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
0,My sister cleared two round in birla soft yesterday.
0,Should I head straight there or what
0,We'll join the  &lt;#&gt;  bus
0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
0,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
0,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
0,A bloo bloo bloo I'll miss the first bowl
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
0,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
0,Sorry da..today i wont come to play..i have driving clas..
0,What type of stuff do you sing?
0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
0,They did't play one day last year know even though they have very good team.. Like india.
0,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
1,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
0,Have you not finished work yet or something?
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
0,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
0,Prepare to be pounded every night...
0,I'm in office now da:)where are you?
0,Ok lor...
0,I'm not coming home 4 dinner.
0,Come to medical college at 7pm ......forward it da
0,You will be in the place of that man
0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
0,Good Morning my Dear........... Have a great &amp; successful day.
0,Dhoni have luck to win some big title.so we will win:)
0,I'm at home. Please call
0,Thanks for ve lovely wisheds. You rock
0,Alright took the morphine. Back in yo.
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
0,Yeah my usual guy's out of town but there're definitely people around I know
0,Huh means computational science... Y they like dat one push here n there...
0,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
0,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
0,Ew are you one of them?
0,I have lost 10 kilos as of today!
0,She.s find. I sent you an offline message to know how anjola's now.
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
0,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
0,Can you pls send me that company name. In saibaba colany
0,Ma head dey swell oh. Thanks for making my day
0,"Yes, princess. Are you going to make me moan?"
1,"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
0,Hi msg me:)i'm in office..
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
0,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
0,Sir send to group mail check it.
0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
0,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
0,Yup... How ü noe leh...
1,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
0,"I can't, I don't have her number!"
0,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
0,Don know..wait i will check it.
0,Already one guy loving you:-.
0,Y de asking like this.
1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
0,Nope i waiting in sch 4 daddy... 
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
0,I thought slide is enough.
0,"Just looked it up and addie goes back Monday, sucks to be her"
0,"Dear, take care. I am just reaching home.love u a lot."
0,You'll never believe this but i have actually got off at taunton. Wow
0,Nothing just getting msgs by dis name wit different no's..
0,Thanx but my birthday is over already.
0,Right it wasnt you who phoned it was someone with a number like yours!
1,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
0,We are okay. Going to sleep now. Later
0,On the way to office da..
1,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
0,Boooo you always work. Just quit.
0,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
0,"K so am I, how much for an 8th? Fifty?"
0,Where @
0,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
0,Its a part of checking IQ
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
1,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
0,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-("
0,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
0,"Good stuff, will do."
0,Well you told others you'd marry them...
0,I keep ten rs in my shelf:) buy two egg.
0,"Aight, I'll hit you up when I get some cash"
0,Just do what ever is easier for you
0,Ü neva tell me how i noe... I'm not at home in da aft wat... 
0,Great escape. I fancy the bridge but needs her lager. See you tomo 
0,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
0,Ü comin to fetch us oredi...
1,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
0,Will you be here for food
0,Have you started in skye
0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
0,Whatsup there. Dont u want to sleep
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
0,"Are you being good, baby? :)"
0,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
0,That's y u haf 2 keep me busy...
0,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
0,Hi:)cts employee how are you?
0,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
0,have * good weekend.
1,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
0,Thought praps you meant another one. Goodo! I'll look tomorrow 
0,O i played smash bros  &lt;#&gt;  religiously.
0,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
0,"Sorry, I'll call later"
0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
0,U wan 2 haf lunch i'm in da canteen now.
0,Ok which your another number
0,Already am squatting is the new way of walking
0,I wanna watch that movie
0,Dont show yourself. How far. Put new pictures up on facebook.
0,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
0,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
0,Ya it came a while ago
1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
0,Yup ok...
1,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
0,Yo sorry was in the shower sup
1,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
1,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
0,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
0,Just finished eating. Got u a plate. NOT leftovers this time.
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
0,It only does simple arithmetic not percentages.
0,4 oclock at mine. Just to bash out a flat plan.
0,"Haha awesome, be there in a minute"
0,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
0,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
0,What about this one then.
0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
0,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place "
0,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
0,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
0,Still in customer place
1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
0,I dont understand your message.
0,"Sorry, I'll call later"
0,Jus finish blowing my hair. U finish dinner already?
0,"Lol, oh you got a friend for the dog ?"
0,I've reached sch already...
1,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
0,i thought we were doing a king of the hill thing there.
0,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
0,Going to take your babe out ?
0,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
0,i can call in  &lt;#&gt;  min if thats ok
0,I'll reach in ard 20 mins ok...
0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
0,Company is very good.environment is terrific and food is really nice:)
0,"Haha yeah, 2 oz is kind of a shitload"
0,"see you then, we're all christmassy here!"
0,Hi. I'm always online on yahoo and would like to chat with you someday
0,How much r ü willing to pay?
0,At home by the way
0,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
0,Any pain on urination any thing else?
0,Sent me ur email id soon
0,Great. Never been better. Each day gives even more reasons to thank God
1,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
0,K k :-):-) then watch some films.
0,Saw Guys and Dolls last night with Patrick Swayze it was great
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
0,Does she usually take fifteen fucking minutes to respond to a yes or no question
0,Lol or I could just starve and lose a pound by the end of the day.
0,Send me yetty's number pls.
0,Hey what's up charles sorry about the late reply.
1,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
1,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
0,Haven't left yet so probably gonna be here til dinner
0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
0,Happy new year to u too!
0,You are a big chic. Common. Declare
0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
0,What's ur pin?
0,All done? All handed in? Celebrations in full swing yet?
0,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
